AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,26.5,25.5,25.4,25.5,21.1,20.6,24.6,21.6,20.8,22.5,,,
Current_Liabilities,8.4,7.5,10.1,9.9,6.9,6.0,8.9,6.2,5.8,5.9,,,
Diluted_EPS,0.007,0.003,0.02,0.105,0.022,-0.02,0.033,-0.007,0.068,0.07,-0.029,-0.017,-0.043
Goodwill_Intangibles,0.4,0.5,0.5,0.6,0.7,1.6,1.0,1.0,1.1,1.3,,,
Inventory,0.9,1.3,1.4,0.1,0.6,0.8,0.9,0.7,0.3,0.9,,,
LT_Debt,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0
Revenue,8.1,6.0,8.8,14.3,6.5,5.0,8.7,4.6,15.2,10.9,21.0,3.9,5.3
Shares_Diluted,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,,,
Total_Assets,28.8,27.3,28.1,28.4,24.5,24.3,28.5,25.0,24.1,26.2,,,
Total_Liabilities,9.0,7.6,10.3,10.2,7.3,6.6,9.5,6.8,6.2,6.4,,,
