AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,240.4,244.5,247.7,257.3,238.1,235.7,234.6,233.7,287.1
Current_Liabilities,41.6,42.8,45.0,61.1,58.9,58.0,60.5,53.7,48.9
Diluted_EPS,-0.106,-0.085,-0.51,0.237,-0.126,-0.08,-0.089,-0.075,-0.098
Goodwill_Intangibles,428.3,444.0,451.5,460.2,471.3,472.2,487.1,479.7,338.2
Inventory,74.3,76.2,77.0,78.3,76.4,73.4,73.0,69.4,62.7
LT_Debt,310.7,311.4,311.9,312.4,312.9,315.0,295.8,294.9,294.1
Revenue,80.3,77.2,79.4,72.2,147.2,71.1,67.9,65.1,53.8
Shares_Diluted,40.031,39.85,39.16,44.453,41.9745,38.738,38.62,37.912,37.52
Total_Assets,764.9,781.9,793.1,818.7,810.5,794.8,789.4,782.2,693.3
Total_Liabilities,483.4,484.4,492.3,507.1,508.7,497.5,460.7,456.4,396.7
