AAII_QTR_DATA,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017
Current_Assets,76.6,87.3,84.4,87.8,83.6,83.9,70.4,76.0,77.6,87.0,118.6,154.1,143.4,190.9,211.7,221.8,201.1
Current_Liabilities,375.3,392.6,403.4,416.7,412.6,401.2,389.2,378.3,378.6,388.1,350.8,354.9,201.5,164.8,156.9,130.3,112.3
Diluted_EPS,0.344,0.601,0.338,-2.285,-1.163,-0.988,-1.538,-6.081,-4.186,-41.773,-71.837,-1.7819999999999998,-0.46,-0.247,-0.449,-0.489,-0.296
Goodwill_Intangibles,8.6,8.7,8.8,8.9,9.0,9.1,9.2,9.4,9.7,10.1,10.4,11.6,11.1,,6.9,,1.2
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.7,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,91.2,92.0,88.4,92.9,87.2,82.5,75.7,92.2,89.9,92.8,303.7,138.4,71.5,108.4,79.0,62.0,59.9
Shares_Diluted,11.4338,11.2514,11.1353,11.3182,11.3031,11.2514,11.1342,2.1964,2.1777,2.1602,2.1354,54.9299,53.1923,53.997,56.297,56.2582,56.27
Total_Assets,194.1,209.5,216.4,232.7,260.3,264.5,263.6,277.7,298.3,328.6,371.9,399.3,291.0,336.0,350.9,354.2,304.4
Total_Liabilities,404.6,424.1,437.6,457.2,459.6,451.1,439.9,438.1,449.8,475.1,431.2,402.1,202.3,165.4,157.5,130.8,113.0
