AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
Current_Assets,110.7,173.4,43.9,47.7,89.7,,,
Current_Liabilities,35.0,40.6,33.1,28.6,26.0,,,
Diluted_EPS,-0.223,-0.322,-0.283,-0.239,-0.231,-0.246,-0.224,-0.186
Goodwill_Intangibles,48.5,48.5,48.5,48.5,48.5,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,219.7,211.3,191.6,150.7,144.8,0.0,0.0,0.0
Revenue,7.8,7.4,6.8,5.9,5.1,4.5,4.0,3.3
Shares_Diluted,162.6622,166.5958,166.5958,166.5958,166.5958,,,
Total_Assets,311.2,360.8,223.2,214.5,244.5,,,
Total_Liabilities,294.4,309.1,254.3,192.8,183.6,,,
