AAII_QTR_DATA,07/30/2022,04/30/2022,01/29/2022,10/30/2021,07/31/2021,05/01/2021,01/30/2021,10/31/2020,08/01/2020,05/02/2020,02/01/2020,11/02/2019,08/03/2019,05/04/2019,02/02/2019,11/03/2018,08/04/2018
Current_Assets,963.8,905.6,904.7,933.9,839.3,767.6,755.4,712.3,570.5,573.0,665.7,626.0,605.1,605.8,642.3,599.1,550.4
Current_Liabilities,630.5,594.4,586.9,613.6,501.9,465.6,435.7,496.8,366.2,363.8,351.3,397.8,305.9,320.9,253.1,239.4,184.7
Diluted_EPS,0.743,0.586,2.49,0.429,1.152,0.881,2.204,0.364,0.529,-0.9079999999999999,1.97,0.182,0.512,0.456,1.585,0.24,0.446
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Inventory,569.2,504.2,455.1,521.1,347.3,326.7,281.3,430.2,294.1,367.5,324.0,419.3,272.7,268.4,243.6,339.9,228.1
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,668.9,639.6,996.3,607.6,646.6,597.8,858.5,476.6,426.1,200.9,687.1,377.4,417.4,364.8,602.7,312.8,347.7
Shares_Diluted,55.646,55.8343,56.299,56.3406,56.2995,56.2745,56.2279,56.0993,55.9668,55.723,56.0385,56.0197,56.2941,56.2686,56.3275,56.2283,56.192
Total_Assets,3086.2,2960.8,2880.5,2823.5,2622.9,2443.7,2314.8,2175.5,2000.2,1932.7,1958.7,1833.8,1659.4,1592.3,952.3,849.7,772.3
Total_Liabilities,1923.6,1845.8,1760.2,1790.2,1620.5,1513.1,1432.9,1426.0,1276.3,1243.0,1198.9,1188.4,1007.5,956.3,337.2,324.7,264.4
