AAII_QTR_DATA,06/27/2021,03/28/2021,12/31/2020,09/27/2020,06/28/2020,03/29/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,763.1,750.5,733.0,635.2,616.3,567.3,0.3,1.2,0.3,0.6,1.1,1.6
Current_Liabilities,633.5,642.9,632.2,554.6,550.0,506.2,4.5,2.5,0.1,0.8,0.7,0.5
Diluted_EPS,0.15,0.141,0.077,0.11,0.173,0.434,-0.034,-0.003,0.033,0.033,0.017,0.006999999999999999
Goodwill_Intangibles,826.5,837.2,848.9,565.9,574.0,582.0,,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,863.9,861.1,860.3,584.0,589.8,595.6,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,747.2,748.6,787.8,666.2,643.3,617.3,,,,,,0.0
Shares_Diluted,95.5113,95.1283,95.1298,93.3926,92.7874,59.8075,50.0,50.0,50.0,50.0,87.5,37.5
Total_Assets,1856.4,1828.3,1829.4,1429.0,1411.0,1383.0,409.0,408.6,406.7,405.6,403.7,402.0
Total_Liabilities,1773.6,1762.7,1755.4,1302.0,1300.1,1271.8,18.5,16.5,14.4,15.0,14.7,14.5
