AAII_QTR_DATA,03/31/2021,09/30/2020,03/31/2020,09/30/2019,03/31/2019,09/30/2018,03/31/2018,09/30/2017,03/31/2017
Current_Assets,7691.0,7959.6,7967.3,7273.7,8194.9,8689.5,7749.6,8112.1,10889.7
Current_Liabilities,8057.7,8139.1,8633.9,9154.3,10464.7,8698.2,9180.9,8244.7,11339.6
Diluted_EPS,1.414,0.242,-1.278,0.371,0.675,0.057,-0.229,0.456,0.674
Goodwill_Intangibles,102.3,106.2,106.6,109.0,105.5,110.9,113.6,82.4,87.8
Inventory,1361.3,1396.2,1550.8,1465.2,1815.4,1829.3,1640.0,1605.9,1338.4
LT_Debt,5193.2,5346.2,5023.9,4056.5,4749.8,5433.4,3664.7,4147.2,4577.3
Revenue,6890.9,4991.9,5559.4,5869.5,6331.4,12174.4,7008.4,5434.2,5736.8
Shares_Diluted,933.023,930.7495,925.6508,929.7281,931.1786,929.5462,954.751,901.4844,741.5292
Total_Assets,24228.8,23824.4,24013.9,24914.5,26414.8,26123.5,24137.4,23403.8,26403.5
Total_Liabilities,16231.5,16617.8,17002.7,16586.1,18462.1,17649.1,15990.0,15125.4,18470.4
