AAII_QTR_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,94.5,119.4,110.2,128.7,126.7,147.5,160.6,165.4,194.3,206.6,211.5,210.2
Current_Liabilities,143.7,157.7,173.0,203.0,182.9,182.3,182.6,192.7,190.3,210.7,192.9,197.7
Diluted_EPS,-0.138,-0.065,0.004,0.073,-0.152,-0.273,0.129,0.102,0.057999999999999996,0.096,0.08199999999999999,0.085
Goodwill_Intangibles,123.5,124.7,125.1,128.3,129.4,130.0,129.7,127.7,106.9,103.0,104.1,104.6
Inventory,1.2,1.5,1.2,1.1,1.1,1.2,1.3,1.2,1.4,1.2,1.7,1.9
LT_Debt,57.0,57.6,28.3,29.3,56.1,56.0,54.8,56.0,79.3,75.1,75.8,73.6
Revenue,38.0,38.7,54.0,47.4,24.4,16.1,61.6,60.9,57.6,51.1,53.4,52.4
Shares_Diluted,56.4927,56.4767,56.4587,57.1718,56.3784,56.3782,58.9139,57.1718,57.4134,57.5283,57.8949,58.0635
Total_Assets,341.2,365.9,359.3,381.5,383.8,396.3,414.9,424.7,435.2,430.9,344.0,340.4
Total_Liabilities,278.7,296.2,285.9,310.1,317.3,321.5,324.7,344.0,354.5,356.8,275.3,274.8
