AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019
Current_Assets,1157.8,1205.3,1224.1,1204.7,1153.8,1088.2,915.6,921.1,903.1,,,,,,,
Current_Liabilities,998.5,996.0,905.2,933.9,927.1,857.1,832.7,855.3,886.1,,,,,,,
Diluted_EPS,-0.166,-0.185,-0.114,-0.107,-0.122,-0.115,-0.14,-0.004,-0.387,,0.043,0.054,0.013,,,
Goodwill_Intangibles,2453.0,2446.9,2311.1,2489.3,2588.6,2618.8,2653.3,2702.1,2695.3,,,,,,,
Inventory,405.5,354.6,368.7,369.7,378.2,337.6,327.5,331.2,317.5,,,,,,,
LT_Debt,1965.8,1969.0,1969.9,1973.6,1970.6,1973.0,1966.4,1935.5,1991.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,696.0,701.6,689.0,715.3,660.0,672.4,664.9,650.1,631.5,667.4,681.1,625.8,654.9,658.5,667.6,679.9
Shares_Diluted,323.2,321.1,320.2,319.8,319.6,311.4,301.6,300.8,247.3,,,,,,,
Total_Assets,4210.3,4254.7,4143.0,4288.4,4350.5,4300.0,4095.7,4154.1,4137.5,,,,,,,
Total_Liabilities,3581.5,3581.7,3476.9,3558.1,3575.5,3514.4,3526.8,3529.9,3621.9,,,,,,,
