AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018
Current_Assets,277.2,254.7,225.0,198.6,162.1,164.7,178.0,151.3,140.7,150.7,168.5,179.5,204.4,228.5,250.7,269.6,277.2,308.3,423.2,99.4
Current_Liabilities,160.7,154.4,156.5,143.9,131.1,122.7,111.3,80.9,88.9,77.7,82.6,74.1,63.4,64.8,74.1,82.3,90.3,85.2,68.5,49.5
Diluted_EPS,0.653,1.168,0.965,-0.67,-1.97,-1.375,-2.186,-2.976,-4.434,-3.8,-4.56,-4.08,-52.619,-5.409,-15.511,0.785,-1.179,1.043,-2.22,3.35
Goodwill_Intangibles,2.0,2.1,2.0,2.1,2.1,2.2,2.3,2.3,2.4,2.5,2.6,2.6,5.5,74.1,70.8,118.1,123.1,73.5,2.7,
Inventory,27.2,25.7,25.9,26.0,24.3,22.4,22.7,22.6,21.0,20.8,23.1,26.7,12.1,12.0,12.8,16.1,18.4,15.4,13.8,11.5
LT_Debt,306.9,303.7,313.1,311.7,286.2,283.9,280.9,277.8,248.0,248.3,243.6,243.4,243.2,243.0,242.8,242.6,242.3,242.2,243.0,0.0
Revenue,239.6,223.3,221.6,184.4,152.3,94.4,139.0,111.9,90.8,86.7,70.9,36.2,83.0,98.8,134.5,164.9,145.8,143.9,123.2,117.9
Shares_Diluted,14.4,11.3,11.5,11.2,10.1,9.6,8.6,8.4,8.3,8.0,8.4,5.0,4.62,4.64,4.5,4.46,4.24,4.7,4.46,4.06
Total_Assets,515.9,465.9,440.1,415.4,379.5,387.7,354.8,334.6,337.0,362.7,397.6,425.1,378.2,623.4,657.9,733.3,732.1,672.8,641.2,305.5
Total_Liabilities,488.4,481.7,496.0,484.7,446.7,439.1,396.1,362.8,341.2,330.6,335.7,325.4,310.1,311.2,329.2,337.2,344.9,332.1,312.9,50.6
