AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,12/31/2019,06/30/2019
Current_Assets,34.8,53.3,24.1,35.1,27.2,43.6,56.4,68.5,81.2,86.1,18.1,17.6,,
Current_Liabilities,22.1,22.8,37.4,33.1,29.8,29.0,22.8,21.3,16.1,32.1,56.6,45.0,,
Diluted_EPS,-0.24,-0.353,-0.339,-0.403,-0.502,-0.491,-0.41,-0.411,-0.262,-0.171,-0.337,-0.685,-1.17,-0.556
Goodwill_Intangibles,24.3,24.8,25.3,25.7,26.2,26.6,27.0,27.4,27.9,28.3,25.3,25.8,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,25.1,25.0,4.9,8.6,10.1,10.0,30.0,30.0,30.3,15.9,20.3,23.3,0.0,0.0
Revenue,9.1,9.6,11.1,11.0,6.5,7.2,6.5,11.9,28.9,27.0,9.2,9.3,24.6,12.3
Shares_Diluted,77.765,57.553,40.448,39.239,31.07,27.059,28.051,27.73,26.604,26.5615,26.2541,26.2541,,
Total_Assets,80.8,92.9,63.2,75.2,61.7,76.1,90.0,101.8,115.5,121.1,46.5,45.5,,
Total_Liabilities,76.2,72.3,66.1,67.6,53.9,56.4,74.0,76.0,79.1,79.9,107.8,98.0,,
