AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
Current_Assets,312.0,292.1,308.2,286.5,311.0,305.6,0.6,0.9,1.8,0.0
Current_Liabilities,87.1,87.5,87.2,65.6,59.3,53.9,3.7,3.2,0.2,0.1
Diluted_EPS,0.029,-0.085,-0.02,-0.045,0.143,-0.536,-0.018,-0.067,-0.05,0.0
Goodwill_Intangibles,43.8,44.5,45.0,36.9,37.6,38.4,,,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,52.0,50.9,43.4,27.8,38.0,35.2,24.5,12.2,0.0,0.0
Shares_Diluted,183.489,182.493,181.73,179.671,236.589,157.593,157.1966,157.1966,33.875,31.25
Total_Assets,418.3,408.6,419.4,395.9,397.2,389.8,275.6,276.0,276.8,0.1
Total_Liabilities,110.0,112.2,112.4,90.2,104.6,381.4,44.2,29.0,26.7,0.1
