AAII_QTR_DATA,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018
Current_Assets,1.3,1.3,1.3,1.2,1.2,1.2,1.4,0.2,2.1,1.3,1.6,4.4,2.4,3.9,3.6,2.9
Current_Liabilities,0.6,0.5,0.6,0.6,0.6,0.5,0.5,0.7,0.5,0.6,2.3,2.5,2.7,3.1,2.8,2.1
Diluted_EPS,0.0,0.0,0.0,-0.084,0.0,0.075,0.079,-0.008,-0.001,0.001,-0.001,-0.003,-0.002,-0.002,-0.001,-0.003
Goodwill_Intangibles,5.2,4.8,4.8,4.6,69.5,69.5,69.3,0.4,0.5,0.6,0.7,0.3,0.6,0.6,0.8,0.8
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.5,0.4,0.8,1.4,1.1,1.1,0.1
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.5,0.4,0.8,1.2,0.6,1.1
Shares_Diluted,774.8746,774.8746,777.8746,773.5151,774.9863,765.4739,721.1137,507.0712,494.1925,501.1074,514.2869,493.4391,480.2628,486.8509,482.4474,428.9849
Total_Assets,7.5,7.0,7.0,6.8,71.7,71.7,71.8,0.9,6.1,5.4,6.2,5.6,10.0,11.7,11.7,7.8
Total_Liabilities,0.6,0.5,0.6,0.6,0.6,0.5,0.5,0.7,0.7,0.9,2.6,1.5,1.5,2.7,2.5,2.0
