AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018
Current_Assets,0.5,0.5,0.8,0.1,9.7,6.0,0.1,0.0
Current_Liabilities,3.3,2.3,2.8,0.1,16.5,13.1,0.5,3.1
Diluted_EPS,-0.444,0.005,-0.839,-0.919,0.19,-1.299,-0.606,-0.468
Goodwill_Intangibles,,,,,29.3,29.7,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,23.1,23.5,0.0,0.0
Revenue,,,,0.0,4.4,3.2,0.0,0.0
Shares_Diluted,2.4102,36.6947,2.4102,2.4102,2.3897,2.3897,0.3414,0.3443
Total_Assets,1.4,1.4,1.7,0.1,39.1,35.7,0.1,0.0
Total_Liabilities,4.0,3.0,3.5,0.1,39.5,36.6,0.5,3.1
