AAII_QTR_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,70.1,79.7,92.4,87.4,66.0,68.0,83.5,87.4,98.2,115.2,132.3,78.5
Current_Liabilities,23.4,22.0,21.1,19.4,19.5,23.8,24.3,20.6,18.5,22.3,17.2,23.2
Diluted_EPS,-0.196,-0.175,-0.178,-0.056,-0.318,-0.234,-0.166,-0.254,-0.152,-0.34,1.69,-0.43799999999999994
Goodwill_Intangibles,24.8,26.1,27.3,28.6,29.9,31.1,32.4,33.6,34.9,36.1,37.4,61.7
Inventory,1.1,1.0,1.1,1.1,1.3,1.3,2.0,2.4,3.2,4.2,3.9,6.3
LT_Debt,17.0,17.4,17.1,7.3,6.8,0.0,0.0,0.0,0.0,0.0,0.0,79.1
Revenue,10.0,8.4,8.2,8.1,7.8,6.7,5.6,5.7,6.1,4.3,4.5,5.3
Shares_Diluted,67.6537,67.3754,67.254,56.1052,54.3023,54.231,54.2061,54.1927,54.1757,54.155,49.7245,46.9785
Total_Assets,96.8,108.1,121.1,117.6,97.6,101.1,117.6,123.0,135.2,153.5,170.3,140.8
Total_Liabilities,52.4,52.2,55.5,43.1,49.8,39.9,45.4,43.3,43.9,56.5,57.3,147.1
