AAII_QTR_DATA,12/31/2019,03/31/2019,12/31/2018,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014
Current_Assets,0.7,0.7,0.7,0.0,0.6,0.0,0.0,0.0
Current_Liabilities,0.5,1.0,1.0,0.0,0.7,0.0,0.1,0.0
Diluted_EPS,0.003,-0.001,-0.001,-0.002,-0.002,-0.001,-0.001,0.0
Goodwill_Intangibles,1.0,1.2,1.2,0.3,1.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.1
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,16.6316,16.6316,16.6316,14.9966,14.9966,11.9698,8.968,8.968
Total_Assets,1.7,3.4,2.8,1.7,1.7,0.1,0.0,0.0
Total_Liabilities,,1.0,1.0,0.7,0.7,0.0,0.1,0.1
