AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
Current_Assets,218.8,189.2,246.6,222.7,253.3,242.8,120.3,,,,
Current_Liabilities,80.0,72.4,84.7,70.3,77.2,65.8,61.6,,,,
Diluted_EPS,0.021,0.119,0.009,-0.138,-0.157,-0.109,-0.534,-0.282,-0.199,-0.053,0.134
Goodwill_Intangibles,170.9,175.3,179.0,66.5,69.1,71.4,73.7,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,70.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
Revenue,169.6,142.0,142.6,125.2,129.1,99.5,280.1,91.6,90.0,56.7,188.6
Shares_Diluted,79.7,74.8,75.0,67.4,66.9,72.5006,64.7473,,,,
Total_Assets,452.1,425.7,485.3,346.0,376.1,364.1,239.5,,,,
Total_Liabilities,90.3,84.0,166.7,82.5,120.7,106.5,120.5,,,,
