AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,163.7,189.1,194.4,205.9,201.8,213.8,213.6,215.6,163.8,,,,,,,0.0,0.0
Current_Liabilities,53.7,63.6,61.5,62.9,52.3,48.5,49.3,51.1,50.8,,,,,,,0.0,0.0
Diluted_EPS,-0.203,-0.136,-0.127,-0.109,-0.16,-0.007,-0.057,-0.294,-0.05,-0.14,-0.022,-0.004,0.006,-0.034,-0.081,-0.108,-0.121
Goodwill_Intangibles,2.6,2.6,2.6,2.6,2.7,2.7,2.7,2.7,2.7,,,,,,,0.0,0.0
Inventory,98.5,115.7,100.3,88.4,83.4,75.7,77.9,82.4,75.7,,,,,,,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,83.4,81.9,84.6,78.5,68.7,80.4,82.7,74.6,81.0,77.9,77.9,72.4,72.4,63.8,56.3,62.1,53.3
Shares_Diluted,93.1061,92.746,92.461,92.0523,91.5378,91.3073,90.3974,68.0794,90.1898,,,,,,,,
Total_Assets,213.4,240.6,248.4,259.6,256.9,272.6,274.4,277.1,234.6,,,,,,,0.0,0.0
Total_Liabilities,82.2,94.2,93.3,96.6,88.0,93.5,94.9,97.3,97.7,,,,,,,0.0,0.0
