AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,12/31/2021,09/30/2021,06/30/2021
Current_Assets,9604.0,8318.0,7278.0,7408.0,,,
Current_Liabilities,8236.0,7191.0,6635.0,6693.0,,,
Diluted_EPS,0.818,1.227,1.073,1.922,1.24,1.13,2.571
Goodwill_Intangibles,14418.0,14333.0,14365.0,14520.0,,,
Inventory,2256.0,2155.0,2200.0,2237.0,,,
LT_Debt,10234.0,8234.0,31.0,30.0,0.0,0.0,0.0
Revenue,4707.0,4938.0,4576.0,8827.0,4589.0,4304.0,8692.0
Shares_Diluted,454.6772,451.5745,454.71,454.71,,,
Total_Assets,32637.0,27539.0,26067.0,26464.0,,,
Total_Liabilities,25947.0,18182.0,9208.0,9433.0,,,
