AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,15.4,13.8,24.8,27.0,27.9,27.3,28.7,21.1,20.9,13.5,12.8,19.2,19.0,18.2,14.5,17.5,10.0,15.0,17.5
Current_Liabilities,21.9,19.6,34.5,35.0,35.9,34.4,25.9,13.8,13.2,3.6,3.2,3.3,3.0,4.8,7.0,7.7,4.8,9.9,10.2
Diluted_EPS,-0.018,-0.291,-0.031,-0.027,-0.03,-0.168,-0.079,-0.045,-0.083,-0.164,-0.848,-0.075,-0.074,0.7140000000000001,-0.376,-0.043,0.001,-5.186,17.261
Goodwill_Intangibles,7.8,7.8,29.0,29.3,22.3,22.4,20.9,10.1,10.1,3.9,6.5,1.4,1.5,1.5,1.3,2.2,,0.0,0.9
Inventory,4.0,4.2,8.2,8.3,8.0,7.8,7.9,3.6,3.5,2.3,2.5,2.1,2.3,1.9,1.8,1.5,0.0,0.0,6.4
LT_Debt,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,8.5,7.0,10.3,15.5,12.0,22.2,8.5,4.9,2.2,1.2,1.2,1.3,0.8,1.0,0.0,0.0,1.1,4.4,0.7
Shares_Diluted,72.0819,72.0031,69.7083,54.1653,41.6486,29.8655,28.6671,23.6988,16.7299,13.115,9.6667,9.3893,7.9961,8.6974,7.8778,7.0878,5.4978,5.0397,2.7136
Total_Assets,62.1,60.7,97.6,95.5,88.1,86.0,81.6,59.5,52.1,22.0,23.8,26.9,26.7,25.9,21.5,25.7,12.2,17.2,35.4
Total_Liabilities,22.5,20.1,36.6,37.5,38.2,39.1,32.5,16.5,16.1,3.7,3.2,3.6,3.4,5.2,6.0,6.7,3.7,8.9,12.7
