AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,486.3,484.2,512.4,562.6,559.0,585.0,651.0,714.1,908.0,977.8,1026.3,534.3,494.1,500.0,509.5,500.9,479.6,474.1,420.6
Current_Liabilities,270.1,281.8,300.1,337.6,306.3,278.4,303.3,291.9,247.3,233.7,268.5,255.3,240.0,215.0,231.2,226.1,219.0,201.2,180.6
Diluted_EPS,-0.03,-0.106,-0.035,-0.048,-0.067,-0.052,-0.034,-0.06,0.004,-0.029,0.009,0.025,-0.018,0.0,0.035,0.032,0.019,0.071,0.051
Goodwill_Intangibles,1059.3,1061.1,1083.1,1095.1,1103.2,1303.7,1115.1,1093.8,1095.9,1101.5,1097.6,1107.8,1116.8,1135.7,1146.5,1190.7,1206.1,1199.0,1049.8
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,495.5,495.3,495.1,494.9,494.7,494.6,494.4,494.2,706.0,712.3,715.4,225.3,228.6,231.9,235.2,238.4,241.7,246.0,249.5
Revenue,392.4,441.5,498.0,515.8,436.2,415.9,461.6,421.0,387.0,359.3,389.9,375.1,343.7,321.5,357.4,647.3,303.4,279.0,303.1
Shares_Diluted,505.033,504.358,503.202,502.453,502.005,502.467,503.416,502.453,510.653,499.914,497.501,510.534,499.454,502.517,512.077,521.861,523.125,519.498,520.839
Total_Assets,1888.9,1907.8,1968.2,2017.5,2004.8,2012.1,2075.0,2106.7,2301.6,2368.2,2414.6,1925.4,1902.7,1921.6,1944.0,1957.0,1920.2,1808.0,1579.1
Total_Liabilities,843.9,859.4,882.5,928.6,901.5,877.5,917.1,908.4,1078.5,1095.9,1140.7,633.1,621.0,607.3,620.7,621.6,597.3,495.1,476.3
