AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,55.1,58.7,101.4,101.6,118.6,136.5,139.0,158.5,165.3
Current_Liabilities,61.6,61.3,74.7,102.3,94.8,98.9,93.9,103.5,100.2
Diluted_EPS,-0.283,-1.388,26.655,-73.961,-62.342,-44.889,-57.541,-56.848,-58.908
Goodwill_Intangibles,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4
Inventory,13.4,13.7,13.8,13.6,15.2,14.8,15.3,15.9,18.1
LT_Debt,55.3,52.0,49.2,240.0,240.0,239.2,240.6,241.1,241.6
Revenue,42.9,34.8,75.3,85.1,106.5,112.9,109.3,117.3,134.7
Shares_Diluted,13.781,13.781,4.089,0.4081,0.4089,0.4077,0.4074,0.406,0.405
Total_Assets,256.6,269.2,298.7,347.9,374.1,403.5,412.8,443.2,462.7
Total_Liabilities,178.9,188.0,198.7,399.1,392.4,397.5,389.9,397.7,395.5
