AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,735.1,768.3,1052.7,1009.9,929.3,307.6,,,,
Current_Liabilities,338.6,362.8,308.8,258.2,218.0,204.5,,,,
Diluted_EPS,0.012,0.013,0.019,0.017,0.01,0.01,0.022,0.027,0.023,0.023
Goodwill_Intangibles,645.0,654.1,294.5,235.5,237.2,238.9,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,72.2,0.0,0.0,0.0,0.0
Revenue,182.8,189.7,158.3,140.4,135.0,119.7,108.4,88.0,74.0,61.2
Shares_Diluted,1062.899,1084.683,1090.529,1095.048,1012.965,1012.965,,,,
Total_Assets,1560.6,1552.1,1450.8,1335.5,1255.8,617.7,,,,
Total_Liabilities,376.0,406.8,348.3,289.6,250.8,312.7,,,,
