AAII_QTR_DATA,02/28/2023,11/30/2022,08/31/2022,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019
Current_Assets,38.2,42.6,44.1,43.7,59.8,66.2,68.0,14.4,12.9,16.6,17.6,4.6,2.3,2.9,3.5
Current_Liabilities,7.6,8.9,8.5,9.6,7.6,8.2,6.9,8.0,7.5,11.9,12.2,1.2,4.4,3.7,3.0
Diluted_EPS,-0.098,-0.006,-0.071,-0.13,-0.135,-0.136,-0.084,0.052,-0.018,-0.112,-0.042,-0.6679999999999999,-0.218,-0.165,-0.104
Goodwill_Intangibles,6.1,6.1,6.3,6.2,4.4,4.5,4.5,4.3,1.4,1.5,1.2,1.2,0.9,0.1,0.1
Inventory,18.0,15.5,15.4,13.5,12.1,6.6,7.6,6.6,7.6,4.8,3.1,1.1,1.4,1.0,0.7
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,2.0,1.9,1.3
Revenue,8.4,16.0,12.4,11.6,8.0,11.2,8.7,13.4,8.9,11.0,4.2,1.2,0.1,0.5,0.3
Shares_Diluted,21.8602,21.3431,21.7519,23.0972,23.7904,23.6321,22.0476,18.9892,14.8867,14.6698,13.4937,12.0688,10.4659,10.4015,10.4072
Total_Assets,54.1,57.0,57.9,56.7,70.5,75.3,76.3,22.0,17.5,21.2,21.9,7.7,3.7,3.6,4.1
Total_Liabilities,9.4,11.1,10.7,11.0,9.1,9.2,8.0,8.9,8.5,12.8,13.1,1.9,6.4,5.6,4.3
