AAII_QTR_DATA,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,43.3,42.9,42.6,44.7,37.7,40.1,39.2,33.4
Current_Liabilities,31.1,29.8,34.7,36.4,30.0,27.6,26.5,22.4
Diluted_EPS,-0.037,0.44,0.051,0.102,-0.089,0.069,-0.115,-0.284
Goodwill_Intangibles,1.9,1.9,2.0,2.0,2.0,2.1,2.1,2.1
Inventory,4.0,5.0,5.3,5.5,6.4,8.7,7.7,6.9
LT_Debt,22.8,23.7,24.3,25.8,26.9,28.6,29.8,27.9
Revenue,26.4,23.9,22.3,30.8,25.4,25.6,19.7,16.9
Shares_Diluted,12.3138,12.3206,12.256,12.0849,11.9497,11.8945,11.8554,11.837
Total_Assets,55.0,49.7,50.1,52.9,46.5,47.7,47.4,42.3
Total_Liabilities,60.3,54.6,60.6,64.3,59.5,57.3,58.0,52.5
