AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
Current_Assets,101.2,126.2,145.9,169.3,197.7,,,,,0.9,0.1
Current_Liabilities,17.3,23.2,23.1,26.1,30.9,,,,,0.0,0.2
Diluted_EPS,-0.211,-0.575,-0.202,-0.05,0.389,-0.564,-0.127,-0.067,-0.059,-0.01,0.0
Goodwill_Intangibles,,0.0,41.0,37.3,32.1,,,,,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,14.1,15.9,16.2,19.3,18.7,20.4,14.2,12.5,12.4,0.0,0.0
Shares_Diluted,116.451,115.699,116.412,115.995,115.4936,,,,,8.009,9.375
Total_Assets,101.4,126.4,189.4,209.5,233.3,,,,,81.0,0.2
Total_Liabilities,23.3,29.1,30.8,33.7,59.1,,,,,0.0,0.2
