AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020,06/30/2020
Current_Assets,155.5,136.5,139.7,111.1,128.1,96.3,367.3,268.5,198.3,
Current_Liabilities,85.5,71.3,95.6,82.2,110.1,78.0,177.8,183.5,204.7,
Diluted_EPS,0.777,0.731,0.773,2.031,0.924,5.454,1.357,3.733,7.622,3.709
Goodwill_Intangibles,395.8,395.7,391.0,399.8,397.0,382.8,1047.8,1062.7,1110.4,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,794.3,793.9,793.4,792.9,792.5,792.0,0.0,0.0,0.0,0.0
Revenue,91.5,82.4,91.8,180.4,89.3,352.7,182.1,346.8,678.5,336.8
Shares_Diluted,19.8847,19.9602,19.8731,19.9159,20.0358,19.9869,20.0609,20.0609,20.0609,
Total_Assets,663.3,633.9,626.6,604.0,615.3,562.8,1576.8,1586.9,1491.4,
Total_Liabilities,904.0,889.2,918.9,903.2,929.3,895.5,340.1,353.1,368.9,
