AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018
Current_Assets,10703.4,9484.5,11544.4,9843.0,9080.7,,,,10063.3,,,,,11434.7,,13723.3,,13934.0
Current_Liabilities,9647.1,8377.5,9473.7,13129.4,14330.1,,,,12968.0,,,,,14735.2,,14034.2,,13052.1
Diluted_EPS,,-1.578,,0.509,,24.47,,0.483,,0.602,,0.687,,1.003,,0.5,,-0.035
Goodwill_Intangibles,10788.5,11702.7,11371.0,20776.9,20386.0,,,,18216.4,,,,,20698.8,,19888.8,,17672.9
Inventory,258.4,337.0,275.7,417.8,394.1,,,,275.4,,,,,313.0,,332.8,,241.6
LT_Debt,3847.4,4635.6,4579.6,4907.0,5624.1,0.0,0.0,0.0,6342.3,0.0,0.0,0.0,0.0,7206.6,0.0,8312.5,0.0,5344.4
Revenue,2465.9,5084.6,2776.0,5247.2,2559.6,4655.0,2666.2,4731.5,3879.2,1085.9,3999.5,7929.1,4372.8,9655.1,4711.6,8964.8,4056.7,8759.6
Shares_Diluted,,1024.3,,1039.1,,1065.1,,1087.5,,1127.9,,1153.5,,1197.8,,1269.2,,1265.229
Total_Assets,33682.3,34962.6,35929.6,42138.4,41049.8,,,,37136.9,,,,,42197.6,,44203.3,,41377.6
Total_Liabilities,14980.4,14473.3,15490.8,22574.0,24080.5,,,,21869.8,,,,,24850.1,,25174.0,,21214.8
