AAII_QTR_DATA,12/31/2022,06/30/2022,12/31/2021,06/30/2021
Current_Assets,10.9,22.4,,
Current_Liabilities,10.9,21.2,,
Diluted_EPS,0.03,0.067,0.068,0.016
Goodwill_Intangibles,0.1,0.1,,
Inventory,0.0,0.0,0.0,0.0
LT_Debt,0.6,0.0,0.0,0.0
Revenue,92.4,64.4,77.3,23.4
Shares_Diluted,,,,
Total_Assets,17.8,29.6,,
Total_Liabilities,13.1,23.9,,
