AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
Current_Assets,1.2,1.1,1.7,1.4,2.0,1.9,2.6,2.2,4.0,4.6,3.9
Current_Liabilities,1.9,1.1,1.7,1.8,1.3,1.2,2.4,0.7,0.5,0.2,0.1
Diluted_EPS,-0.027,0.004,0.003,-0.086,-0.325,-0.037,-0.067,-0.063,-0.039,-0.081,-0.205
Goodwill_Intangibles,0.8,0.8,0.8,0.8,2.8,2.8,2.8,2.6,2.4,2.3,3.3
Inventory,0.6,0.5,0.6,0.9,0.4,0.4,0.6,0.4,0.8,0.3,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,2.7,2.6,2.8,1.9,2.8,3.4,2.9,1.7,0.7,0.4,0.0
Shares_Diluted,81.7993,81.7993,81.7993,81.0265,73.7938,59.1171,46.0785,40.8378,42.9913,43.1505,41.4098
Total_Assets,5.6,7.2,8.1,8.0,15.1,21.7,27.4,8.6,9.5,9.6,7.9
Total_Liabilities,2.7,2.0,3.2,3.4,3.6,3.5,8.0,1.1,0.8,0.7,0.7
