AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,1126.7,1014.6,879.9,836.1,644.3,426.1,381.0,431.4,265.7,192.1,181.6,226.3,241.7,197.2,204.9,305.3,153.6,170.8,167.4
Current_Liabilities,519.9,423.1,444.7,475.5,419.1,370.0,355.3,340.8,252.4,207.0,231.3,237.3,279.2,266.5,252.0,372.1,252.9,224.7,212.1
Diluted_EPS,1.155,1.53,0.886,0.918,0.93,1.24,0.871,0.674,0.495,0.159,0.144,-0.697,0.214,0.236,0.24,0.179,-0.0819999999999999,0.106,0.055
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,41.0,28.0,25.0,23.7,20.2,21.4,18.5,13.9,13.2,10.5,10.0,11.4,10.3,10.5,9.8,10.6,11.0,11.0,10.2
LT_Debt,2182.4,2264.5,2313.4,2366.4,2264.1,2269.4,2253.4,2076.5,1833.4,1421.4,1432.9,1286.4,1311.3,1326.3,1372.9,1381.4,1375.0,1464.3,946.2
Revenue,248.8,265.4,289.5,290.9,268.0,283.9,216.2,166.8,126.7,119.1,107.9,111.9,121.4,124.5,123.6,117.0,113.0,106.2,90.9
Shares_Diluted,122.5313,121.9723,121.4278,124.3069,124.1503,123.7451,123.307,122.8468,122.3841,121.2508,121.0949,120.3192,119.5359,118.7574,117.1112,116.9902,113.0355,111.9682,110.9134
Total_Assets,5080.6,4896.2,4794.8,4759.6,4579.5,4407.0,4223.6,3928.2,3527.7,3010.5,3029.6,2873.1,3027.2,3012.0,3016.5,3108.9,2971.6,3050.8,2517.9
Total_Liabilities,2808.6,2735.8,2814.5,2891.6,2725.3,2681.1,2647.4,2452.5,2123.5,1661.7,1693.0,1546.1,1605.0,1601.2,1628.6,1757.8,1632.1,1693.7,1164.1
