AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,40.5,53.5,74.2,95.6,95.4,41.7,10.4,12.8,6.3,8.1,9.6,11.4
Current_Liabilities,15.9,12.6,15.7,16.1,13.6,12.0,10.6,8.5,16.6,13.9,9.9,7.6
Diluted_EPS,-0.253,-0.291,-0.198,-0.192,-0.342,-0.22,-0.423,-0.102,-0.077,-0.077,-0.465,-0.07200000000000001
Goodwill_Intangibles,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.1,1.2,1.4,1.5,1.7
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,4.5,4.2,3.9,18.5,18.6,18.7,15.3,14.6,0.1,0.1,0.2,0.2
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,55.5605,55.1769,53.6515,46.5767,37.7091,33.8938,26.5653,26.2229,26.1818,26.1783,26.1718,26.1783
Total_Assets,106.6,110.9,126.3,134.1,121.5,59.7,21.2,62.2,57.0,55.6,17.4,52.8
Total_Liabilities,21.3,17.8,20.7,35.5,33.0,31.3,26.5,30.6,23.5,20.2,10.6,13.6
