AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,51.6,68.3,87.2,111.2,132.4,148.2,177.4,205.3,209.2,101.3,129.7,108.1,124.2,139.9,64.1,79.8,91.0,104.9,116.8
Current_Liabilities,29.9,57.1,50.2,46.4,45.0,46.7,47.4,44.7,76.6,37.6,40.4,41.4,43.8,35.8,24.1,25.7,28.1,32.5,41.7
Diluted_EPS,0.192,-0.391,-0.437,-0.434,-0.384,-0.182,-0.541,-0.278,-0.509,-0.569,-0.474,-0.6829999999999999,-0.482,-0.391,-1.035,-0.249,-0.168,-0.181,-0.189
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6,26.6,26.6,26.6
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,36.4,36.2,35.9,35.7,35.7,35.5,35.3,35.0,15.0,14.9,14.8,14.7,2.9,2.9,3.0,3.1,3.2,3.3,3.2
Revenue,36.6,2.6,4.2,4.4,8.5,18.0,2.4,15.1,3.2,3.5,4.3,6.9,4.1,6.2,3.6,5.4,7.0,4.7,6.8
Shares_Diluted,56.3516,56.3518,56.3509,56.3296,56.305,56.3161,56.1746,56.0962,52.5646,49.9877,49.0265,45.7255,45.6491,40.5826,36.9379,36.8198,36.739,36.6668,27.6803
Total_Assets,78.5,97.5,118.6,140.9,163.2,192.4,217.9,244.8,251.8,139.9,169.4,142.4,160.7,174.2,93.2,131.1,140.6,140.2,152.0
Total_Liabilities,80.4,112.7,114.5,114.9,115.7,126.7,145.8,147.4,143.4,80.5,84.9,86.6,77.0,71.2,40.1,41.9,44.5,39.3,45.8
