AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,52.0,55.8,51.7,52.0,50.1,46.4,48.1,56.0,45.4,17.4,0.5,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Current_Liabilities,20.0,26.3,27.8,27.2,39.6,47.5,86.6,136.1,202.7,184.2,62.0,60.7,8.4,8.2,4.8,4.9,9.1,12.5,9.1,11.8
Diluted_EPS,0.0,0.001,0.0,0.002,0.001,0.005,0.009,0.018,-0.007,-0.061,-0.001,-0.027,0.0,-0.002,-0.001,0.003,0.003,-0.002,0.003,0.006
Goodwill_Intangibles,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.1,0.1,0.1,0.2,0.3,0.4,0.7,0.7,1.0,1.2,1.5,1.5,1.6,1.7,1.8,1.8,1.8,1.8,1.3,1.4
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,5536.928,5464.674,4271.749,5331.443,5326.845,5304.671,5523.313,3594.315,2987.975,2317.323,2272.787,1929.538,1662.19,1444.116,1376.5179999999998,1020.887,930.7333,911.6074,879.9967,836.5711
Total_Assets,55.2,59.0,51.9,52.2,53.5,53.5,54.1,56.2,45.6,17.5,0.6,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Total_Liabilities,20.2,26.5,27.9,27.3,39.9,47.9,87.3,136.8,203.6,185.4,63.4,62.1,9.9,9.9,6.5,6.7,10.9,14.3,10.4,13.2
