AAII_QTR_DATA,09/30/2022,06/30/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,472.7,509.0,340.6,,,1.3,,0.0,
Current_Liabilities,347.9,330.3,202.3,,,0.2,,0.2,
Diluted_EPS,-1.925,-0.168,-0.066,-0.041,-0.04,-0.253,-0.132,0.0,-0.053
Goodwill_Intangibles,729.3,1000.3,351.9,,,0.0,,0.0,
Inventory,322.0,362.3,195.9,,,0.0,,0.0,
LT_Debt,341.6,260.9,151.2,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,1144.4,349.1,202.9,270.2,403.2,0.0,693.9,0.0,276.4
Shares_Diluted,316.5,336.9662,336.9662,,,43.125,,43.125,
Total_Assets,1410.1,1658.4,800.0,,,346.3,,0.2,
Total_Liabilities,745.4,658.2,397.9,,,40.1,,0.2,
