AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,235.6,257.6,254.2,243.5,230.7,217.7,206.0,224.8,233.2,220.3
Current_Liabilities,88.8,109.0,110.1,110.1,109.1,103.8,97.9,113.4,116.4,107.9
Diluted_EPS,-0.229,-0.098,0.111,0.125,0.043,0.047,-0.157,-0.304,-0.146,-0.179
Goodwill_Intangibles,2.6,2.7,2.9,3.1,3.3,3.4,3.6,3.9,4.1,4.4
Inventory,46.9,47.0,50.4,46.1,46.9,48.7,48.8,53.6,52.2,57.1
LT_Debt,30.3,31.8,33.2,37.8,39.2,44.8,45.2,50.2,50.7,50.4
Revenue,68.2,102.4,103.2,97.4,103.4,92.4,81.7,79.4,91.1,81.7
Shares_Diluted,50.26,49.936,51.661,50.617,48.369,48.615,46.754,46.414,46.164,45.476000000000006
Total_Assets,323.7,346.2,348.6,341.8,334.7,325.3,318.6,344.3,340.6,332.8
Total_Liabilities,143.3,164.7,169.6,174.5,174.5,175.3,170.6,191.8,180.3,171.6
