AAII_QTR_DATA,03/31/2020,12/31/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017
Current_Assets,,32.7,34.2,33.4,31.3,37.3,39.3,41.2,40.3
Current_Liabilities,,6.6,6.7,5.3,6.9,6.5,7.2,7.1,7.3
Diluted_EPS,-0.772,-0.041,0.149,0.101,-6.615,-0.277,-0.211,-0.856,-5.561
Goodwill_Intangibles,,0.6,0.6,,0.6,,,,
Inventory,,1.4,1.4,1.3,1.2,3.4,2.9,3.5,1.8
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,2.2,16.5,4.4,4.6,6.6,3.6,3.9,4.5,14.2
Shares_Diluted,,2.5175,2.4413,2.4413,2.2668,2.2285,2.2067,2.2067,1.9505
Total_Assets,,61.1,62.0,62.7,61.2,75.1,79.3,83.5,81.3
Total_Liabilities,,6.6,6.7,5.3,6.9,6.5,7.2,7.1,7.3
