AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,150.8,154.9,186.7,227.1,261.0,269.4,222.5,361.1,205.7,199.9,144.9,120.9,,,,,
Current_Liabilities,37.2,41.6,48.7,71.4,88.9,88.4,118.6,68.6,55.6,48.7,92.8,72.0,,,,,
Diluted_EPS,-0.372,-0.781,-0.522,-4.527,-0.521,-0.248,0.373,0.054,0.127,-0.299,0.062,0.06,-0.117,-0.5579999999999999,-0.254,-0.21,-0.241
Goodwill_Intangibles,294.3,300.4,306.2,313.5,510.3,519.7,496.5,254.3,51.3,52.4,53.6,54.7,,,,,
Inventory,103.4,111.4,137.0,157.3,190.0,189.1,163.4,121.5,96.3,88.6,80.0,55.2,,,,,
LT_Debt,126.8,118.7,118.8,119.0,119.2,119.5,0.5,0.6,0.2,0.3,74.6,75.6,0.0,0.0,0.0,0.0,0.0
Revenue,62.2,61.5,74.2,97.5,111.4,110.4,123.8,133.8,111.4,87.4,96.7,91.2,66.9,53.8,60.5,64.8,56.1
Shares_Diluted,45.2638,45.1774,45.0893,44.9102,44.7185,44.4735,46.2881,42.0449,38.997,33.5,31.7207,31.7207,,,,,
Total_Assets,559.3,573.6,597.3,649.2,881.5,891.2,783.0,655.8,282.7,275.8,218.6,196.3,,,,,
Total_Liabilities,225.1,223.7,214.8,240.0,266.0,256.1,148.0,93.6,70.8,64.9,181.3,162.3,,,,,
