AAII_QTR_DATA,12/31/2022,06/30/2022,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017,06/30/2017
Current_Assets,30.7,46.7,54.6,54.9,21.5,11.5,7.9,9.3,56.1,67.2,83.7,86.7
Current_Liabilities,0.8,1.1,0.8,1.7,1.2,1.7,2.2,1.7,85.6,90.0,92.5,120.3
Diluted_EPS,-5.186,-4.596,-0.923,-12.017,-1.412,-3.288,-6.403,239.141,-6.584,-55.01,-12.505999999999998,-23.192
Goodwill_Intangibles,0.3,0.3,9.7,0.1,8.7,8.1,8.1,0.1,0.0,0.0,,
Inventory,0.3,0.2,0.9,1.6,1.5,1.4,1.5,0.1,0.1,5.1,5.3,5.3
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,0.6,0.8,1.3,0.4,3.9,0.0,0.4,0.4,0.1,0.0,0.0,0.0
Shares_Diluted,0.716,5.2926,3.7007,0.6768,0.4825,0.2344,0.2086,0.1519,1.3325,1.2644,1.0664,1.021
Total_Assets,104.8,114.6,139.7,67.2,34.3,22.6,19.9,10.8,56.3,67.2,134.9,135.9
Total_Liabilities,1.0,5.4,5.5,7.4,7.4,7.7,8.6,1.7,85.6,90.0,92.5,120.3
