AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
Current_Assets,62.2,66.3,80.6,83.9,79.9,75.4,82.5,82.5,83.9,86.2,91.6,93.5,82.6,79.3
Current_Liabilities,38.3,43.6,45.8,41.7,44.6,42.4,42.4,46.6,53.1,47.2,50.0,52.7,44.4,45.5
Diluted_EPS,-0.107,2.985,0.82,0.514,0.387,0.195,0.522,1.263,-0.245,0.142,-0.268,-0.985,0.778,-0.487
Goodwill_Intangibles,5.8,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.4,0.4
LT_Debt,0.0,0.1,0.1,10.1,5.2,5.2,13.4,13.4,18.7,22.6,20.9,22.7,19.2,19.3
Revenue,47.1,54.8,53.9,48.6,49.1,52.0,49.6,49.3,43.8,47.1,47.7,41.6,40.5,52.3
Shares_Diluted,7.425,7.574,7.524,7.388,7.286,7.377,7.162,7.193,6.6775,6.469,6.523,6.452999999999999,6.4195,6.305
Total_Assets,114.9,120.0,111.1,114.2,111.1,107.9,112.5,113.7,116.9,119.5,114.7,119.2,114.2,110.2
Total_Liabilities,93.9,101.2,114.2,122.1,122.0,122.9,141.1,146.5,161.6,162.9,153.9,158.8,148.8,150.2
