AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,140.1,160.9,155.1,147.4,134.2,148.5,155.0,136.4,115.9,122.9,132.3,129.7,125.2,140.3,143.2,160.1
Current_Liabilities,45.2,50.1,49.7,49.1,42.2,47.4,52.5,51.4,46.0,46.7,49.8,60.8,63.4,70.9,64.1,91.6
Diluted_EPS,-0.471,-0.184,-0.076,-0.102,-0.459,0.046,-0.349,-0.515,-0.33299999999999996,-0.07400000000000001,-0.439,0.065,-0.444,-0.252,-0.043,0.069
Goodwill_Intangibles,525.2,536.0,546.7,564.0,574.8,584.5,596.1,605.8,615.9,626.5,669.5,683.0,694.8,706.7,718.6,732.2
Inventory,26.9,22.4,19.8,21.3,23.8,22.7,24.6,24.4,25.1,23.2,22.6,24.2,24.9,22.4,24.8,18.3
LT_Debt,253.5,253.8,254.2,254.6,254.9,255.2,264.5,264.9,397.9,398.2,398.1,398.6,399.3,399.7,400.3,400.0
Revenue,25.8,39.9,55.9,49.2,21.9,39.0,51.9,52.8,20.0,33.0,61.0,49.0,21.2,38.9,53.3,68.7
Shares_Diluted,52.089,51.736,51.671,51.583,51.348,52.2963,50.7842,51.0019,50.758,50.5258,50.0778,50.2883,50.1465,50.0421,50.52,50.31
Total_Assets,696.9,728.9,732.6,742.8,738.9,766.7,785.8,777.5,767.4,787.2,805.7,858.9,866.8,893.4,899.3,930.0
Total_Liabilities,344.7,353.4,352.8,356.5,348.2,356.4,369.7,364.5,469.4,474.0,472.0,525.6,533.6,545.7,535.0,568.9
