AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
Current_Assets,76.1,86.0,102.5,56.3,68.4,,0.5,,,1.2,0.0
Current_Liabilities,70.7,62.1,61.8,89.3,90.1,,3.0,,,0.4,0.3
Diluted_EPS,-0.145,-0.322,-1.017,-0.377,-0.154,-2.366,0.114,-1.289,-0.258,-0.437,-0.002
Goodwill_Intangibles,334.2,314.4,314.3,309.3,311.5,,0.0,,,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,176.7,162.0,160.0,372.2,347.7,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,31.5,31.4,29.1,27.2,26.1,82.9,0.0,19.3,17.3,0.0,0.0
Shares_Diluted,133.0826,132.1126,131.1845,129.7403,129.7403,,21.875,,,20.6991,21.875
Total_Assets,441.0,433.2,450.4,399.4,415.3,,175.6,,,176.2,0.3
Total_Liabilities,300.6,288.5,269.4,498.6,476.0,,18.7,,,27.3,0.3
