AAII_QTR_DATA,07/30/2022,04/30/2022,01/29/2022,10/30/2021,07/31/2021,05/01/2021,01/30/2021,10/31/2020,08/01/2020,05/02/2020,02/01/2020,11/02/2019,08/03/2019,04/27/2019,01/26/2019,10/27/2018
Current_Assets,343.1,317.6,300.3,305.2,290.6,265.0,258.2,259.4,262.4,252.0,253.0,270.7,273.9,253.7,264.6,275.2
Current_Liabilities,224.6,213.7,186.4,179.9,163.4,146.6,125.5,130.4,144.1,146.0,139.8,144.1,153.7,134.1,129.0,138.1
Diluted_EPS,-0.12,-0.025,-0.096,0.052,0.081,0.006,-0.005,0.076,0.16699999999999998,-0.024,-0.282,0.161,0.155,-0.239,-0.07400000000000001,0.191
Goodwill_Intangibles,9.2,9.4,9.7,10.0,10.1,10.5,10.7,10.8,11.1,11.1,11.8,12.2,12.5,12.8,13.4,14.2
Inventory,157.2,134.4,111.1,94.8,84.5,74.4,72.3,71.4,81.4,86.8,80.2,79.2,85.5,78.8,72.2,69.5
LT_Debt,24.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,171.9,162.2,139.6,164.5,144.7,116.9,94.1,127.4,143.6,126.1,127.7,174.9,180.3,127.8,115.1,172.7
Shares_Diluted,44.3833,44.963,45.223,45.499,45.419,45.625,45.064,44.977,44.751000000000005,44.707,45.18899999999999,45.266999999999996,45.261,45.202,45.018,44.95
Total_Assets,473.3,440.9,415.1,417.8,396.5,375.2,368.4,373.5,380.1,372.7,358.7,378.4,381.8,349.2,358.8,373.7
Total_Liabilities,286.6,249.3,221.2,217.0,198.3,181.6,175.9,183.1,193.9,195.7,175.8,180.4,189.6,161.6,157.6,168.9
