AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
Current_Assets,57.3,61.5,75.0,39.9,41.5,,,,,,
Current_Liabilities,23.9,26.5,22.8,66.3,52.4,,,,,,
Diluted_EPS,-0.197,-0.384,0.365,-0.113,,,-0.223,-0.256,,0.0,0.0
Goodwill_Intangibles,30.9,32.9,35.0,37.0,39.1,,,,,,
Inventory,16.9,16.0,15.7,15.0,12.6,,,,,,
LT_Debt,39.2,39.1,39.1,107.2,100.4,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,13.0,10.9,13.6,12.5,14.1,11.8,13.5,12.3,6.3,5.6,8.0
Shares_Diluted,28.5505,28.4807,29.5851,28.568,,,,,,,
Total_Assets,94.0,100.5,115.1,81.2,85.2,,,,,,
Total_Liabilities,63.1,65.8,71.0,205.3,207.3,,,,,,
