AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,93.3,98.8,98.7,102.7,108.8,83.5,131.5,184.5,0.3,0.4,0.5,1.3,1.0,1.2,1.3
Current_Liabilities,21.3,22.4,20.8,20.0,18.3,24.2,20.8,63.0,3.1,2.6,0.4,0.8,0.9,0.9,0.6
Diluted_EPS,-0.091,-0.064,-0.084,-0.118,-0.142,-0.129,-0.124,-1.084,-0.06,-0.551,-0.013,-0.004,0.025,0.043,0.034
Goodwill_Intangibles,63.3,64.1,65.0,65.8,66.6,67.7,68.8,69.9,,,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,53.4,53.6,53.8,54.1,54.4,54.5,54.6,53.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,36.9,35.7,35.3,33.0,32.1,31.9,30.5,28.9,27.9,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,92.842,92.612,92.351,91.562,91.478,91.49,91.444,69.945,69.118,31.25,31.25,31.25,31.25,31.25,31.25
Total_Assets,171.2,178.2,180.0,184.4,191.0,209.2,216.5,268.3,253.8,254.0,254.2,255.1,255.2,254.8,254.0
Total_Liabilities,79.4,80.9,80.1,78.9,77.4,84.3,81.9,123.4,43.1,49.6,9.2,9.6,9.6,33.1,9.4
