AAII_QTR_DATA,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017
Current_Assets,12.7,13.6,12.2,11.2,12.4,11.6,11.6,11.2
Current_Liabilities,7.8,7.7,6.5,5.7,6.7,6.7,6.6,6.2
Diluted_EPS,-0.006,-0.016,0.005,-0.006,0.053,0.024,0.08,-0.051
Goodwill_Intangibles,6.4,6.5,6.6,6.6,6.7,6.9,7.0,6.9
Inventory,4.6,4.5,4.5,4.5,4.1,4.5,4.6,4.5
LT_Debt,3.9,1.8,1.7,1.9,2.1,1.2,1.2,1.4
Revenue,11.1,11.1,11.5,10.0,10.7,10.5,10.3,9.2
Shares_Diluted,15.3206,16.8487,16.7628,16.6587,16.5998,16.5589,16.4745,16.4539
Total_Assets,30.8,32.1,31.1,30.2,31.5,29.6,29.5,27.7
Total_Liabilities,13.3,11.1,9.9,9.3,10.5,9.6,9.6,9.4
