AAII_QTR_DATA,12/31/2022,06/30/2022,12/31/2021,06/30/2021
Current_Assets,23008.1,24648.2,,
Current_Liabilities,21558.0,22050.9,,
Diluted_EPS,0.031,-0.005,0.036,0.003
Goodwill_Intangibles,2605.4,2731.5,,
Inventory,9899.9,10762.0,,
LT_Debt,19294.6,18828.2,0.0,0.0
Revenue,5128.7,4164.9,4539.1,4166.9
Shares_Diluted,5033.2,5023.6,,
Total_Assets,79353.6,81138.8,,
Total_Liabilities,47466.1,47838.5,,
