AAII_QTR_DATA,06/30/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,15.9,12.6,10.7,8.7,5.4,5.0,6.5,7.0,8.7,8.9,7.9,9.2
Current_Liabilities,15.7,14.7,12.3,11.7,9.8,10.1,10.4,7.1,8.8,10.4,5.1,6.6
Diluted_EPS,0.029,-0.022,0.016,0.019,0.003,-0.124,0.001,0.004,0.016,-0.063,0.004,-0.009000000000000001
Goodwill_Intangibles,,0.0,0.0,0.0,0.0,0.0,10.0,10.3,10.5,10.8,12.1,12.6
Inventory,8.2,3.5,3.6,2.2,1.7,1.9,2.2,2.5,2.7,2.7,3.4,3.2
LT_Debt,1.2,1.2,0.2,0.2,0.2,0.2,0.3,4.7,5.2,5.6,6.1,6.5
Revenue,24.8,10.1,12.2,11.8,6.1,6.2,7.4,6.3,9.5,5.2,9.2,9.7
Shares_Diluted,89.889,89.889,89.889,89.889,89.8991,89.8891,89.889,89.889,89.8653,89.8627,89.8627,89.8627
Total_Assets,15.9,12.6,10.9,8.9,5.5,5.2,16.6,17.5,19.4,20.0,20.4,22.1
Total_Liabilities,17.3,16.3,12.6,12.0,10.0,10.4,10.7,11.8,14.0,16.0,11.2,13.1
