AAII_QTR_DATA,06/30/2022,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018
Current_Assets,1022.2,1212.1,1091.2,530.7,374.7,317.0,309.5,370.5,394.7
Current_Liabilities,321.9,311.7,247.7,158.4,119.4,113.1,110.6,85.5,84.6
Diluted_EPS,-0.959,-0.539,-0.702,-0.535,-0.363,-0.456,-0.341,-0.317,-0.24600000000000002
Goodwill_Intangibles,,,,,,3.4,,3.5,
Inventory,45.9,35.8,25.5,19.8,15.3,16.2,14.2,12.3,9.8
LT_Debt,0.4,7.2,6.0,32.9,30.1,29.9,3.7,26.7,26.7
Revenue,202.0,198.8,157.4,121.2,106.8,102.7,102.2,111.9,102.2
Shares_Diluted,169.8567,171.226,145.8478,142.1154,137.0572,133.1625,133.1107,132.9266,132.7789
Total_Assets,1194.3,1372.7,1272.9,724.1,525.6,465.1,495.2,532.1,577.9
Total_Liabilities,394.6,385.8,288.1,240.0,183.4,177.1,147.3,143.1,146.2
