AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,321.4,332.4,344.3,358.1,364.7,377.0,389.6,396.6,71.4,,,,
Current_Liabilities,16.1,16.5,16.3,13.0,12.5,12.8,12.5,9.2,6.9,,,,
Diluted_EPS,-0.418,-0.386,-0.402,-0.407,-0.325,-0.322,-0.259,-0.149,-0.057,-0.041,-0.031,-0.062,-0.035
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,2.0,2.8,1.8,2.4,1.6,1.6,1.2,0.5,0.4,0.0,0.0,0.0,0.0
Shares_Diluted,41.764,41.5855,41.5265,41.4487,41.3155,41.623,41.6115,41.6115,39.9015,,,,
Total_Assets,353.0,364.0,375.8,385.4,368.6,379.8,391.1,396.8,71.8,,,,
Total_Liabilities,41.7,43.3,44.2,41.6,12.5,13.5,14.3,12.0,11.2,,,,
