AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,108.2,88.8,88.9,81.3,81.0,90.3,82.2,94.1,114.9,82.4,90.7,81.9,85.9,86.4,0.3,0.7
Current_Liabilities,66.6,52.5,51.9,47.4,43.7,39.4,37.1,37.8,43.8,42.1,51.4,41.3,46.0,44.7,4.8,2.6
Diluted_EPS,0.59,-0.069,-0.119,-0.136,0.003,-0.523,-0.416,-0.56,-0.314,-2.425,0.113,0.031,0.05,-0.7879999999999999,-0.20800000000000002,-0.22
Goodwill_Intangibles,573.9,578.1,582.3,586.5,590.7,594.9,599.1,603.3,607.5,611.7,806.7,806.3,810.4,832.1,,
Inventory,33.6,29.7,29.5,24.8,26.7,26.9,27.2,33.5,34.4,34.3,36.1,33.1,33.8,35.4,,
LT_Debt,228.2,228.4,228.7,228.9,229.2,229.7,229.4,229.2,228.9,241.7,221.4,224.1,232.2,237.4,0.0,0.0
Revenue,127.4,87.7,85.7,43.6,9.2,5.6,3.8,1.8,1.0,114.3,21.0,144.9,140.4,137.5,,
Shares_Diluted,94.798,92.204,91.859,90.852,92.932,87.121,85.225,84.968,65.916,61.169,61.117,75.0116,72.0472,61.1183,10.0777,9.8623
Total_Assets,700.8,686.0,688.9,685.4,690.1,704.7,702.3,717.3,743.8,717.4,923.7,921.1,929.9,953.4,337.0,335.4
Total_Liabilities,347.0,391.7,395.0,388.8,388.9,405.8,381.5,277.5,283.2,293.9,285.4,277.6,288.9,292.4,17.1,14.8
