AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.4,0.2,0.2,0.3,0.3,0.4,0.3,0.4
Current_Liabilities,1.7,1.9,1.7,1.7,1.6,1.5,1.3,1.2
Diluted_EPS,-0.004,-0.006,-0.005,-0.005,-0.007,-0.008,-0.02,-0.001
Goodwill_Intangibles,2.4,2.4,2.4,2.4,2.5,2.5,2.5,2.5
Inventory,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2
LT_Debt,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,0.3,0.6,0.6,0.5,0.4,0.6,0.4,0.6
Shares_Diluted,66.2373,56.701,56.703,56.5032,56.4026,56.2508,55.6356,52.2422
Total_Assets,2.8,2.7,2.7,2.8,2.8,2.9,2.8,3.0
Total_Liabilities,1.9,1.9,1.7,1.7,1.6,1.5,1.3,1.2
