AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,31.4,37.8,40.8,37.7,47.6,56.9,63.6,67.9,72.9,51.8,45.4,39.8,42.9,49.0,53.8,47.8,51.8
Current_Liabilities,5.4,5.6,5.6,5.5,6.3,6.9,6.5,5.3,5.3,9.7,4.6,4.8,4.5,5.7,4.7,4.7,5.2
Diluted_EPS,-0.151,-0.073,-0.159,-0.214,-0.201,-0.179,-0.186,-0.153,-0.169,-0.238,-0.177,-0.165,-0.242,-0.236,-0.1639999999999999,-0.159,-0.144
Goodwill_Intangibles,13.9,14.1,14.4,14.6,14.9,15.2,15.4,15.7,15.9,16.1,16.4,16.6,16.8,17.1,17.3,,
Inventory,0.6,0.6,0.2,0.2,0.2,0.1,,,,,,,,0.0,0.0,0.0,0.0
LT_Debt,11.0,11.0,11.0,1.4,1.5,1.7,1.8,1.6,1.6,1.7,1.7,1.8,1.7,2.1,2.3,2.6,2.5
Revenue,0.6,0.7,0.5,0.3,0.2,0.3,0.2,0.1,0.3,0.4,0.3,0.3,0.1,0.1,0.1,0.2,0.3
Shares_Diluted,41.489,41.2346,41.2159,41.202,41.188,41.18,40.8471,40.5806,38.9596,34.1493,26.9772,25.7543,25.7543,25.7543,25.7543,25.7543,25.7543
Total_Assets,49.5,56.1,59.4,56.7,66.9,76.3,83.4,87.5,92.8,71.9,66.0,61.1,64.6,71.4,76.4,53.5,57.6
Total_Liabilities,27.4,28.2,28.8,19.7,21.4,22.7,22.7,21.1,21.2,25.9,21.1,21.3,20.7,21.2,20.4,10.9,11.1
