AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,25.3,30.6,32.8,45.2,49.5,84.9,100.0,49.0,43.5,55.5,39.9,34.8,51.5,74.1,68.3,89.8,33.6,31.3,37.5
Current_Liabilities,6.7,7.5,6.8,19.2,17.8,13.7,16.1,20.7,18.1,18.1,18.4,21.6,19.4,24.4,23.7,22.1,35.3,27.4,24.6
Diluted_EPS,-1.773,-1.164,5.227,-1.416,-2.553,-4.081,20.318,-7.922,-0.515,-3.669,-0.744,-0.92,-0.913,-9.999,-1.013,-6.733,-26.483,-180.638,-30.353
Goodwill_Intangibles,2.3,2.4,2.5,2.5,2.6,2.6,3.0,3.4,10.8,11.8,13.2,10.7,10.8,10.8,15.1,16.2,15.7,15.2,124.4
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,7.1,7.6,6.0,5.1,5.9,7.5,6.6,8.6,9.2,11.5
LT_Debt,0.5,0.6,0.6,10.1,10.6,39.7,40.3,43.3,49.0,51.0,51.7,29.1,30.1,30.1,33.9,34.1,140.5,95.3,116.7
Revenue,,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.2,0.5,0.5,0.0,0.2,3.8,0.6,0.7,1.8,18.8,9.4
Shares_Diluted,3.104,3.1031,3.1043,3.1043,3.104,3.0824,2.9944,2.9944,29.944,24.438,23.591,23.42,23.386,16.062,23.313,16.451,0.846,0.828,0.7181
Total_Assets,29.0,37.4,39.9,52.5,57.1,93.3,109.2,58.7,72.2,89.6,91.7,86.2,105.0,128.9,145.5,170.6,112.0,78.8,203.5
Total_Liabilities,7.5,10.6,10.0,32.3,33.0,61.8,67.4,79.0,69.4,72.0,64.4,45.0,43.7,49.1,54.7,53.3,173.2,122.1,178.7
