AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
Current_Assets,1.1,0.3,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1
Current_Liabilities,1.7,1.0,0.3,0.3,0.3,0.6,0.2,0.2,0.2,0.2
Diluted_EPS,-0.028,0.001,-0.007,-0.001,0.0,-0.002,0.0,0.0,0.0,-0.107
Goodwill_Intangibles,1.1,1.2,,,,,,,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,0.1,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2
Shares_Diluted,35.1599,138.8156,20.0,57.7528,100.0,68.4153,100.0,100.0,86.6667,12.9294
Total_Assets,2.3,1.5,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1
Total_Liabilities,1.7,1.0,0.3,0.3,0.3,0.6,0.2,0.2,0.2,0.2
