AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,354.6,339.6,366.6,355.5,347.0,361.2,361.9,347.0,327.9,319.1,363.9,380.5,370.2,352.5,427.4,348.7
Current_Liabilities,827.7,813.5,205.2,180.0,176.7,177.9,191.4,198.4,198.0,187.2,234.9,253.8,272.4,242.2,317.4,222.9
Diluted_EPS,0.629,0.624,0.502,0.503,0.512,0.703,0.639,0.8,0.764,0.8059999999999999,0.708,0.67,0.941,0.84,0.273,0.925
Goodwill_Intangibles,987.7,1015.6,1024.3,1027.8,1030.7,1036.4,1041.0,1039.8,1027.7,1025.7,1060.6,1060.9,1073.6,1069.2,1051.9,959.4
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.2,0.3,624.1,631.2,638.5,666.0,671.5,677.0,682.5,686.9,692.5,698.0,703.6,709.1,699.3,629.7
Revenue,250.8,286.3,266.8,191.7,246.3,290.1,222.1,154.3,111.3,137.9,146.2,147.2,144.3,142.9,136.3,128.6
Shares_Diluted,30.756,30.762,30.715,30.701,30.713,30.731,30.534,30.853,30.708000000000002,30.683000000000003,30.582,30.63300000000001,30.66800000000001,30.604,31.221999999999998,31.628
Total_Assets,1547.4,1560.0,1573.2,1549.8,1546.2,1566.3,1569.9,1550.6,1516.0,1503.6,1591.6,1605.3,1622.5,1581.0,1610.9,1428.9
Total_Liabilities,911.0,898.2,917.9,903.7,910.5,936.6,956.9,968.1,975.3,980.9,1041.5,1071.2,1086.8,1077.1,1132.8,932.8
