AAII_QTR_DATA,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017,06/30/2017,12/31/2016,06/30/2016
Current_Assets,11.5,10.8,10.4,10.0,12.0,9.8,13.5,8.8,9.6,8.8,9.6,7.6
Current_Liabilities,6.4,6.0,5.5,4.7,6.7,4.2,7.5,5.9,6.6,5.9,6.5,4.6
Diluted_EPS,0.116,0.044,-0.026,0.075,0.014,-0.036,-0.102,0.114,0.11,-0.018000000000000002,0.139,-0.156
Goodwill_Intangibles,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
Inventory,0.5,0.3,0.3,0.2,0.6,0.3,0.4,0.5,0.5,0.5,0.3,0.4
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,11.3,10.1,7.6,5.7,8.6,8.8,10.6,9.5,8.6,8.7,12.0,10.5
Shares_Diluted,4.3146,11.1497,3.8661,11.5982,9.5328,7.7321,7.7321,7.7321,5.1548,5.1547,5.1547,3.0928
Total_Assets,21.3,20.4,20.1,19.6,22.2,19.4,23.1,22.2,23.7,22.2,23.1,20.2
Total_Liabilities,7.4,7.0,6.2,5.6,7.8,5.0,8.5,6.9,7.8,6.9,7.7,5.5
