AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,1367.0,2260.0,1055.0,2017.0,860.0,1027.0,1409.0,1028.0
Current_Liabilities,760.0,1046.0,1182.0,1340.0,1403.0,1660.0,1356.0,1876.0
Diluted_EPS,-2.228,-47.495,-2.382,2.798,-0.487,-3.49,7.512,-1.053
Goodwill_Intangibles,16.0,17.0,1934.0,2158.0,2240.0,2247.0,2243.0,2266.0
Inventory,27.0,25.0,30.0,30.0,33.0,34.0,35.0,36.0
LT_Debt,3957.0,3956.0,3965.0,4360.0,4360.0,4577.0,4194.0,4143.0
Revenue,474.0,922.0,1246.0,1115.0,1127.0,1104.0,1067.0,1192.0
Shares_Diluted,195.285,195.326,198.12,199.454,199.185,199.148,199.155,188.953
Total_Assets,12780.0,13614.0,24732.0,26132.0,25478.0,26168.0,26294.0,25210.0
Total_Liabilities,4860.0,5235.0,6950.0,7621.0,7519.0,8109.0,7526.0,7978.0
