AAII_QTR_DATA,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,196.3,209.7,124.6,106.9,125.3,189.9,156.7,160.5,186.3,250.8,129.7,136.9,167.4,219.0
Current_Liabilities,104.0,121.5,120.1,86.1,94.7,208.9,111.6,108.5,126.5,59.2,29.7,34.9,27.1,53.7
Diluted_EPS,-0.107,-1.074,-0.299,-0.563,1.179,1.72,-0.085,-0.026,0.207,-1.43,0.131,-2.89,1.255,0.6809999999999999
Goodwill_Intangibles,12.5,13.6,11.2,10.1,9.1,12.9,9.0,8.5,4.4,5.9,4.0,5.5,2.9,11.3
Inventory,0.4,0.4,0.4,0.3,0.3,0.5,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.5
LT_Debt,314.0,333.6,293.9,271.6,246.7,345.8,213.4,199.3,228.1,325.0,249.8,253.1,277.1,315.5
Revenue,32.8,28.2,65.0,23.5,16.8,65.2,23.5,59.8,37.8,40.9,34.6,92.7,41.0,43.9
Shares_Diluted,135.2057,135.3075,135.3075,135.3075,135.2586,135.066,135.1751,135.2444,135.136,135.1658,31.4831,31.4929,31.5042,31.5043
Total_Assets,1581.8,1642.1,1417.3,1350.0,1409.7,1838.3,938.5,889.5,1011.8,1182.0,985.0,1018.7,1057.6,1401.9
Total_Liabilities,925.6,971.3,736.8,671.4,653.8,928.9,518.3,489.0,549.8,621.1,474.0,490.6,507.4,646.8
