AAII_QTR_DATA,07/30/2022,04/30/2022,01/29/2022,10/30/2021,07/31/2021,05/01/2021,01/30/2021,10/31/2020,08/01/2020,05/02/2020,01/25/2020,10/26/2019,07/27/2019,04/27/2019,01/26/2019,10/27/2018,07/28/2018
Current_Assets,661.0,532.6,765.4,719.2,669.7,500.8,755.7,707.0,729.1,584.9,851.2,749.2,847.8,591.4,904.0,751.2,867.9
Current_Liabilities,608.4,415.3,611.3,574.3,609.1,373.7,550.2,569.7,498.1,406.7,685.0,692.6,730.2,408.5,684.6,613.4,657.0
Diluted_EPS,-1.01,-0.197,-0.708,0.413,-0.848,-1.02,-0.964,0.152,-0.9640000000000001,-0.882,-0.035,0.736,-0.6729999999999999,-0.972,0.016,1.25,-0.8190000000000001
Goodwill_Intangibles,129.3,134.3,138.7,146.5,150.7,155.6,160.2,170.8,175.2,179.8,184.3,188.9,193.9,199.7,262.4,267.9,
Inventory,472.1,323.5,444.6,421.2,479.1,309.8,493.3,508.4,591.7,469.6,578.7,543.6,723.0,467.3,630.2,576.5,736.1
LT_Debt,220.3,185.7,200.4,183.3,153.7,127.6,150.8,99.5,234.6,99.7,65.9,0.0,74.1,33.5,70.1,0.0,130.2
Revenue,263.9,260.8,402.8,627.0,240.8,222.8,411.6,595.5,204.0,256.9,502.3,772.2,319.7,332.1,548.0,814.8,337.5
Shares_Diluted,52.172,52.046,52.003,54.568,51.474,51.379,50.082,49.428,48.411,45.751000000000005,48.298,48.758,47.785,47.56399999999999,47.937,47.824,47.117
Total_Assets,1225.4,1071.6,1274.0,1259.5,1244.0,1031.1,1288.5,1297.0,1360.8,1156.4,1428.1,1380.3,1502.4,946.2,1316.1,1172.7,1280.9
Total_Liabilities,1048.5,843.2,1029.3,980.0,994.7,738.1,944.3,916.6,988.5,738.7,970.7,922.9,1081.7,495.6,821.4,680.7,849.2
