AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,95.7,178.7,153.7,159.7,69.1,83.8,89.8,85.9,73.6,40.7,35.7,38.2,46.6,45.9,29.9
Current_Liabilities,117.5,107.8,189.9,141.9,171.2,90.6,135.6,129.5,89.8,57.0,69.9,48.5,74.9,64.6,43.3
Diluted_EPS,0.17,0.585,0.208,0.833,0.103,1.806,0.217,0.044,-0.002,0.128,-0.115,-0.107,-1.426,-0.01,-0.144
Goodwill_Intangibles,4.5,4.0,3.5,3.5,3.2,3.0,2.7,2.5,,,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,199.0,194.6,131.2,123.9,119.3,169.2,195.7,221.8,242.4,249.1,243.2,356.3,332.9,297.9,277.7
Revenue,131.1,199.1,208.8,282.7,167.5,150.3,126.3,93.6,94.3,70.1,57.5,46.5,60.4,74.9,46.4
Shares_Diluted,174.3284,194.8008,196.1469,197.2563,190.829,199.3638,199.3556,199.0272,188.1128,188.1154,188.1128,187.9015,186.9108,186.9136,186.9108
Total_Assets,2219.9,2217.0,2196.6,2169.8,2042.0,1995.0,1605.6,1586.0,1569.7,1533.7,1537.4,1542.6,1549.9,1818.5,1767.5
Total_Liabilities,671.8,653.7,637.1,571.0,562.7,537.2,509.7,535.0,528.4,493.5,523.4,508.7,498.0,502.4,452.0
