AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,94.5,188.3,204.1,205.2,207.2,87.5,84.1,69.0,55.4,51.8,54.1,47.5,41.1,37.1,37.6
Current_Liabilities,39.5,32.8,39.2,37.6,24.6,23.2,24.4,24.3,20.4,20.9,20.0,22.0,19.4,19.2,20.4
Diluted_EPS,0.041,0.068,0.039,0.066,0.023,0.049,0.115,0.032,0.022,0.013,0.08199999999999999,-0.002,-0.018000000000000002,-0.083,-0.055999999999999994
Goodwill_Intangibles,233.3,88.6,91.8,95.6,51.8,55.7,55.0,54.4,54.9,57.6,57.0,61.0,61.9,64.8,67.4
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,125.1,123.3,120.9,119.6,117.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,34.7,32.5,33.3,31.8,28.8,26.0,30.6,25.4,23.2,22.1,25.0,21.9,20.0,17.7,21.0
Shares_Diluted,46.097,46.155,46.394,45.194,44.554,43.897,43.415,42.428,42.028,41.828,40.262,39.936,38.926,38.247,37.878
Total_Assets,385.2,403.0,419.7,422.4,355.8,177.0,169.2,157.2,148.0,147.0,135.9,135.9,127.6,126.2,127.2
Total_Liabilities,198.8,215.6,226.9,233.9,188.1,35.3,36.9,37.8,34.1,35.5,28.6,32.5,29.6,30.6,31.8
