AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,198.1,225.1,257.0,272.0,276.3,280.8,218.5,222.0,,,,
Current_Liabilities,88.3,90.0,103.0,109.9,124.3,132.5,119.4,121.3,,,,
Diluted_EPS,-0.229,-0.238,-0.053,0.211,0.08,0.26,0.324,0.508,0.18,0.181,0.155,-0.069
Goodwill_Intangibles,105.7,105.9,106.1,106.3,106.8,107.0,107.2,100.0,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.2,0.2,0.2,0.2,3.3,6.3,0.0,0.0,0.0,0.0
Revenue,214.0,207.3,272.6,673.3,308.9,334.2,354.2,392.0,272.8,267.5,208.0,132.9
Shares_Diluted,78.2798,77.8436,77.7356,77.7306,77.7206,77.7206,77.7206,77.7206,,,,
Total_Assets,516.8,550.4,580.1,594.7,588.2,595.2,534.4,525.0,,,,
Total_Liabilities,266.9,281.5,291.2,300.9,303.2,315.2,299.6,302.8,,,,
