AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,416.9,429.9,370.7,392.1,393.0,355.2,310.5,278.6,250.6,279.9,256.0,306.6,333.7,331.9,309.3,316.1
Current_Liabilities,192.5,185.7,162.1,199.6,195.8,189.6,164.9,137.2,117.4,138.9,106.6,136.5,136.3,139.7,132.7,129.2
Diluted_EPS,0.075,0.122,0.08,0.23,0.156,0.263,-0.133,0.132,-0.405,-0.7979999999999999,-0.359,0.233,0.199,0.325,0.191,0.411
Goodwill_Intangibles,16.4,17.4,18.3,19.1,20.0,20.9,21.8,22.6,23.4,24.2,53.1,54.0,19.8,20.1,20.4,20.4
Inventory,150.0,158.4,141.0,146.5,128.3,109.0,91.2,83.3,70.7,84.5,82.9,90.2,92.9,97.3,92.4,93.2
LT_Debt,197.4,213.8,185.9,170.6,177.5,152.4,144.6,148.5,152.3,152.7,153.5,155.4,155.2,156.1,154.7,161.3
Revenue,250.8,244.4,228.9,239.6,257.9,245.1,216.0,187.7,126.9,187.1,189.5,225.4,243.2,243.2,223.6,225.0
Shares_Diluted,33.039,32.685,32.946,32.706,32.674,32.307,31.09,31.617,30.89,30.806,30.767,30.851999999999997,30.824,30.69400000000001,30.623,30.638
Total_Assets,556.6,565.8,507.7,529.2,530.0,491.9,454.4,427.1,401.0,431.2,435.8,471.5,460.3,453.6,412.7,415.0
Total_Liabilities,423.1,431.4,381.0,408.5,418.3,389.3,359.0,331.8,313.1,334.3,307.1,331.7,323.8,326.9,303.1,309.7
